,KNN1,KNN3,KNN5,KNN7,KNN9,KNN11,RandomForestClassifier
0,0.641411055878748,0.7120858198603787,0.7218855881172946,0.7202304871907023,0.7196815315094407,0.7169055367342466,0.785442567581629
1,0.6591608319149507,0.7195136487178763,0.7187019280584714,0.7227818161529693,0.7186028405332104,0.7156242369173672,0.7911198738056059
2,0.6617956762135216,0.7304957465458011,0.7324999990941232,0.7336924048023068,0.7321756951789596,0.7290981597292805,0.7976608085422014
3,0.6341338204776725,0.7031585570758585,0.7103259453640303,0.7135359200103487,0.71472125987904,0.7009933302098699,0.783266697031659
4,0.6575598866132054,0.7275682243038065,0.7383119238396714,0.7378905099253303,0.740635588568124,0.7352664564307655,0.7883859883315814
5,0.6447912004946844,0.7196924798591084,0.7389820242575617,0.7344595415048316,0.7323047977115957,0.7312747480205655,0.799066929161644
6,0.6502255645090584,0.7180103080009825,0.7259201010366693,0.7307773823937952,0.7276070344534753,0.7185070136577753,0.7897967745651924
7,0.6535583567683677,0.7227513146990839,0.7241106735121968,0.7220038757035494,0.7169436475747684,0.7157062197867421,0.7870190201528613
8,0.6539082969986126,0.7235933272385937,0.7371292110138683,0.7324836933106791,0.7386807063085626,0.7331736997134167,0.7910350440274272
9,0.65301501182894,0.7228754198286298,0.7349967768901392,0.7288323754591437,0.7280537742996938,0.725935290679578,0.7871683992467454
10,0.6475029528875323,0.7256201516228802,0.732504672954699,0.7276702979597884,0.7329737328280563,0.7274205670086955,0.7889149135885669
11,0.6483218884524449,0.711303060735762,0.71469766892521,0.7134934022562247,0.707994225751453,0.7084306093864688,0.7814124664062495
12,0.6417865775863599,0.706933436530825,0.7182249198027216,0.7159065997477314,0.7221157514955121,0.722467050541044,0.7856121933923893
13,0.6365425470430911,0.7182887841212108,0.727242923924099,0.7213787300838443,0.7185385343709609,0.7202611498041314,0.7878016977581722
14,0.6525099854806057,0.7234017342831272,0.7289457006540793,0.7254329819618177,0.7264294465056162,0.7192832557359217,0.7854877259121003
15,0.6559214194417717,0.7180031766500837,0.7256738075844738,0.726618984945024,0.7261819557806111,0.7293175269324877,0.7977823529614019
16,0.659122247558679,0.7259943713938117,0.7275773263106181,0.7269278229800455,0.7270428514600102,0.720397737688692,0.786024021569561
17,0.6397277912511862,0.7174972289226914,0.7264066184087946,0.722649947078674,0.7217709747633578,0.7161001856322857,0.7858372132039162
18,0.6494411464487634,0.722005325106522,0.725360330637806,0.7228090190549386,0.7205559221337241,0.713426218322845,0.7899963656220457
19,0.6577164221342675,0.7263882291085773,0.7470170380942959,0.7512494759502377,0.7440097081011119,0.7458954719564077,0.8026998391525051
20,0.6600010821674548,0.729788486932647,0.734317031994697,0.7397088680003626,0.7392205354123013,0.7332719622537096,0.7938573243644935
21,0.6502641488653301,0.7149106980471607,0.7155554915502071,0.7183148164652672,0.7106494815929072,0.7084454634578975,0.7758207236758683
22,0.6565115153254435,0.7289135420256204,0.7294062484486858,0.7287685111406548,0.7259732469199282,0.7189025156925049,0.7955132462749437
23,0.6467988848293528,0.710015048426365,0.7186926240245066,0.720998624154228,0.7208782331198,0.714332910470016,0.7921854170493995
24,0.6516553812527696,0.7281686394852881,0.7335542585814621,0.7405149257706385,0.7484300248174025,0.7467294221918814,0.7990255120287765
